"DESTINATION","PREFIX","RATE"
"Norway Mobile - Telenor",479415,"0,056"
"Norway Mobile - Telenor",479416,"0,056"
"Norway Mobile - Telenor",479417,"0,056"
"Norway Mobile - Telenor",479418,"0,056"
"Norway Mobile - Telenor",479419,"0,056"
"Norway Mobile - Telenor",479474,"0,056"
"Norway Mobile - Telenor",479475,"0,056"
"Norway Mobile - Telenor",479476,"0,056"
"Norway Mobile - Telenor",479477,"0,056"
"Norway Mobile - Telenor",479478,"0,056"
"Norway Mobile - Telenor",479479,"0,056"
"Norway Mobile - Telenor",47948,"0,056"
"Norway Mobile - Telenor",479490,"0,056"
"Norway Mobile - Telenor",479497,"0,056"
"Norway Mobile - Telenor",479498,"0,056"
"Norway Mobile - Telenor",47950,"0,056"
"Norway Mobile - Telenor",47951,"0,056"
"Norway Mobile - Telenor",47952,"0,056"
"Norway Mobile - Telenor",479530,"0,056"
"Norway Mobile - Telenor",479536,"0,056"
"Norway Mobile - Telenor",47954,"0,056"
"Norway Mobile - Telenor",479552,"0,056"
"Norway Mobile - Telenor",479555,"0,056"
"Norway Mobile - Telenor",47957,"0,056"
"Norway Mobile - Telenor",47959,"0,056"
"Norway Mobile - Telenor",479601,"0,056"
"Norway Mobile - Telenor",479604,"0,056"
"Norway Mobile - Telenor",479609,"0,056"
"Norway Mobile - Telenor",479622,"0,056"
"Norway Mobile - Telenor",479623,"0,056"
"Norway Mobile - Telenor",479650,"0,056"
"Norway Mobile - Telenor",479651,"0,056"
"Norway Mobile - Telenor",479660,"0,056"
"Norway Mobile - Telenor",479662,"0,056"
"Norway Mobile - Telenor",479663,"0,056"
"Norway Mobile - Telenor",479689,"0,056"
"Norway Mobile - Telenor",479690,"0,056"
"Norway Mobile - Telenor",47970,"0,056"
"Norway Mobile - Telenor",47971,"0,056"
"Norway Mobile - Telenor",479740,"0,056"
"Norway Mobile - Telenor",479741,"0,056"
"Norway Mobile - Telenor",479742,"0,056"
"Norway Mobile - Telenor",479746,"0,056"
"Norway Mobile - Telenor",479747,"0,056"
"Norway Mobile - Telenor",479748,"0,056"
"Norway Mobile - Telenor",479749,"0,056"
"Norway Mobile - Telenor",47976,"0,056"
"Norway Mobile - Telenor",47977,"0,056"
"Norway Mobile - Telenor",479795,"0,056"
"Norway Mobile - Telenor",479796,"0,056"
"Norway Mobile - Telenor",479797,"0,056"
"Norway Mobile - Telenor",479799,"0,056"
"Norway Mobile - Telenor",479910,"0,056"
"Norway Mobile - Telenor",479911,"0,056"
"Norway Mobile - Telenor",479912,"0,056"
"Norway Mobile - Telenor",479915,"0,056"
"Norway Mobile - Telenor",47992,"0,056"
"Norway Mobile - Telenor",47993,"0,056"
"Norway Mobile - Telenor",47994,"0,056"
"Norway Mobile - Telenor",47995,"0,056"
"Norway Mobile - Telenor",474006,"0,056"
"Norway Mobile - Telenor",474017,"0,056"
"Norway Mobile - Telenor",474086,"0,056"
"Norway Mobile - Telenor",474112,"0,056"
"Norway Mobile - Telenor",47414,"0,056"
"Norway Mobile - Telenor",474580,"0,056"
"Norway Mobile - Telenor",474589,"0,056"
"Norway Mobile - Telenor",474629,"0,056"
"Norway Mobile - Telenor",474692,"0,056"
"Norway Mobile - Telenor",474718,"0,056"
"Norway Mobile - Telenor",479533,"0,056"
"Norway Mobile - Telenor",47958,"0,056"
"Norway Mobile - Telenor",479620,"0,056"
"Norway Mobile - Telenor",479661,"0,056"
"Norway Mobile - Telenor",479691,"0,056"
"Norway Mobile - Telenor",479743,"0,056"
"Norway Mobile - Telenor",47975,"0,056"
"Norway Mobile - Telenor",479798,"0,056"
"Norway Mobile - Telenor",479916,"0,056"
"Norway Mobile - Telenor",47999,"0,056"
"Ocidental Samoa",685,"0,1175"
"Oman",968,"0,2236"
"Oman Mobile",9689,"0,2236"
"Oman Mobile",96815,"0,2236"
"OnAir - GSM aircraft",88298,"1,9989"
"Pakistan",92,"0,1175"
"Pakistan Mobile",923,"0,1175"
"Pakistan Mobile - Mobilink",9230,"0,1175"
"Palau",680,"0,1175"
"Palestine",970,"0,097"
"Palestine (via Israel)",97222,"0,097"
"Palestine (via Israel)",97282,"0,097"
"Palestine (via Israel)",97292,"0,097"
"Palestine (via Israel)",97242,"0,097"
"Palestine Mobile",97056,"0,097"
"Palestine Mobile",97059,"0,097"
"Palestine Mobile (via Israel)",97256,"0,097"
"Palestine Mobile (via Israel)",97259,"0,097"
"Panama",507,"0,1557"
"Panama Mobile",5076,"0,142"
"Papua New Guinea",675,"0,2236"
"Papua New Guinea Mobile",67572,"0,2236"
"Papua New Guinea Mobile",67573,"0,2236"
"Papua New Guinea Mobile",67576,"0,2236"
"Papua New Guinea Mobile",67571,"0,2236"
"Paraguay",595,"0,1557"
"Paraguay Mobile",595961,"0,142"
"Paraguay Mobile",595962,"0,142"
"Paraguay Mobile",595971,"0,142"
"Paraguay Mobile",595972,"0,142"
"Paraguay Mobile",595973,"0,142"
"Paraguay Mobile",595975,"0,142"
"Paraguay Mobile",595981,"0,142"
"Paraguay Mobile",595982,"0,142"
"Paraguay Mobile",595983,"0,142"
"Paraguay Mobile",595984,"0,142"
"Paraguay Mobile",595991,"0,142"
"Paraguay Mobile",595992,"0,142"
"Paraguay Mobile",595993,"0,142"
"Paraguay Mobile",595995,"0,142"
"Paraguay Mobile",595963,"0,142"
"Paraguay Mobile",595976,"0,142"
"Paraguay Mobile",595985,"0,142"
"Peru - Fixed Rural",5118,"0,1557"
"Peru - Fixed Rural",51418,"0,1557"
"Peru - Fixed Rural",51428,"0,1557"
"Peru - Fixed Rural",51438,"0,1557"
"Peru - Fixed Rural",51448,"0,1557"
"Peru - Fixed Rural",51518,"0,1557"
"Peru - Fixed Rural",51528,"0,1557"
"Peru - Fixed Rural",51538,"0,1557"
"Peru - Fixed Rural",51548,"0,1557"
"Peru - Fixed Rural",51568,"0,1557"
"Peru - Fixed Rural",51618,"0,1557"
"Peru - Fixed Rural",51628,"0,1557"
"Peru - Fixed Rural",51638,"0,1557"
"Peru - Fixed Rural",51648,"0,1557"
"Peru - Fixed Rural",51658,"0,1557"
"Peru - Fixed Rural",51668,"0,1557"
"Peru - Fixed Rural",51678,"0,1557"
"Peru - Fixed Rural",51728,"0,1557"
"Peru - Fixed Rural",51748,"0,1557"
"Peru - Fixed Rural",51768,"0,1557"
"Peru - Fixed Rural",51828,"0,1557"
"Peru - Fixed Rural",51838,"0,1557"
"Peru - Fixed Rural",51738,"0,1557"
"Peru - Fixed Rural",51848,"0,1557"
"Peru - Lima",511,"0,1557"
"Peru - ROC",51,"0,1557"
"Peru Mobile",519,"0,142"
"Philippines",63,"0,1175"
"Philippines Mobile",639,"0,1175"
"Pitcairn",6721,"0,1175"
"Poland - Non-TP",4825781,"0,029"
"Poland - Non-TP",4825782,"0,029"
"Poland - Non-TP",4825783,"0,029"
"Poland - Non-TP",4825784,"0,029"
"Poland - Non-TP",4825785,"0,029"
"Poland - Non-TP",4825786,"0,029"
"Poland - Non-TP",4825787,"0,029"
"Poland - Non-TP",48257940,"0,029"
"Poland - Non-TP",48257941,"0,029"
"Poland - Non-TP",48257943,"0,029"
"Poland - Non-TP",48257944,"0,029"
"Poland - Non-TP",48257946,"0,029"
"Poland - Non-TP",48257947,"0,029"
"Poland - Non-TP",48257948,"0,029"
"Poland - Non-TP",48257949,"0,029"
"Poland - Non-TP",4825795,"0,029"
"Poland - Non-TP",48258881,"0,029"
"Poland - Non-TP",48258888,"0,029"
"Poland - Non-TP",48292347,"0,029"
"Poland - Non-TP",48293070,"0,029"
"Poland - Non-TP",48293293,"0,029"
"Poland - Non-TP",4829333,"0,029"
"Poland - Non-TP",48295065,"0,029"
"Poland - Non-TP",48295969,"0,029"
"Poland - Non-TP",48296400,"0,029"
"Poland - Non-TP",48296401,"0,029"
"Poland - Non-TP",48296402,"0,029"
"Poland - Non-TP",48296404,"0,029"
"Poland - Non-TP",48296405,"0,029"
"Poland - Non-TP",48296407,"0,029"
"Poland - Non-TP",48296408,"0,029"
"Poland - Non-TP",48296409,"0,029"
"Poland - Non-TP",4829641,"0,029"
"Poland - Non-TP",4829642,"0,029"
"Poland - Non-TP",4829643,"0,029"
"Poland - Non-TP",4829644,"0,029"
"Poland - Non-TP",4829645,"0,029"
"Poland - Non-TP",48296461,"0,029"
"Poland - Non-TP",48296462,"0,029"
"Poland - Non-TP",48296463,"0,029"
"Poland - Non-TP",48296464,"0,029"
"Poland - Non-TP",48296465,"0,029"
"Poland - Non-TP",48296466,"0,029"
"Poland - Non-TP",48296467,"0,029"
"Poland - Non-TP",48296468,"0,029"
"Poland - Non-TP",4829647,"0,029"
"Poland - Non-TP",4829648,"0,029"
"Poland - Non-TP",48296491,"0,029"
"Poland - Non-TP",48296492,"0,029"
"Poland - Non-TP",48296493,"0,029"
"Poland - Non-TP",48296494,"0,029"
"Poland - Non-TP",4829670,"0,029"
"Poland - Non-TP",4829679,"0,029"
"Poland - Non-TP",48296910,"0,029"
"Poland - Non-TP",48296912,"0,029"
"Poland - Non-TP",48296913,"0,029"
"Poland - Non-TP",48296914,"0,029"
"Poland - Non-TP",48296915,"0,029"
"Poland - Non-TP",48296916,"0,029"
"Poland - Non-TP",48296921,"0,029"
"Poland - Non-TP",48296922,"0,029"
"Poland - Non-TP",48296923,"0,029"
"Poland - Non-TP",48296924,"0,029"
"Poland - Non-TP",48296925,"0,029"
"Poland - Non-TP",48296931,"0,029"
"Poland - Non-TP",48296932,"0,029"
"Poland - Non-TP",48296940,"0,029"
"Poland - Non-TP",48296941,"0,029"
"Poland - Non-TP",48296943,"0,029"
"Poland - Non-TP",48296944,"0,029"
"Poland - Non-TP",48296945,"0,029"
"Poland - Non-TP",48296949,"0,029"
"Poland - Non-TP",48297532,"0,029"
"Poland - Non-TP",48297537,"0,029"
"Poland - Non-TP",48297538,"0,029"
"Poland - Non-TP",48297539,"0,029"
"Poland - Non-TP",48297622,"0,029"
"Poland - Non-TP",48297631,"0,029"
"Poland - Non-TP",48297660,"0,029"
"Poland - Non-TP",48297695,"0,029"
"Poland - Non-TP",48297697,"0,029"
"Poland - Non-TP",48297698,"0,029"
"Poland - Non-TP",48297699,"0,029"
"Poland - Non-TP",48297711,"0,029"
"Poland - Non-TP",48297713,"0,029"
"Poland - Non-TP",48297714,"0,029"
"Poland - Non-TP",48298881,"0,029"
"Poland - Non-TP",48298888,"0,029"
"Poland - Non-TP",4832307,"0,029"
"Poland - Non-TP",48323080,"0,029"
"Poland - Non-TP",48323086,"0,029"
"Poland - Non-TP",48323087,"0,029"
"Poland - Non-TP",48323088,"0,029"
"Poland - Non-TP",4832311,"0,029"
"Poland - Non-TP",4832312,"0,029"
"Poland - Non-TP",4832313,"0,029"
"Poland - Non-TP",48323177,"0,029"
"Poland - Non-TP",48323179,"0,029"
"Poland - Non-TP",4832320,"0,029"
"Poland - Non-TP",4832321,"0,029"
"Poland - Non-TP",48323268,"0,029"
"Poland - Non-TP",48323999,"0,029"
"Poland - Non-TP",4832411,"0,029"
"Poland - Non-TP",48324130,"0,029"
"Poland - Non-TP",48324131,"0,029"
"Poland - Non-TP",48324133,"0,029"
"Poland - Non-TP",48324134,"0,029"
"Poland - Non-TP",48324135,"0,029"
"Poland - Non-TP",48324136,"0,029"
"Poland - Non-TP",48324138,"0,029"
"Poland - Non-TP",48324139,"0,029"
"Poland - Non-TP",48324180,"0,029"
"Poland - Non-TP",4832420,"0,029"
"Poland - Non-TP",48324282,"0,029"
"Poland - Non-TP",48324283,"0,029"
"Poland - Non-TP",48324284,"0,029"
"Poland - Non-TP",48324285,"0,029"
"Poland - Non-TP",48324288,"0,029"
"Poland - Non-TP",48324289,"0,029"
"Poland - Non-TP",48324310,"0,029"
"Poland - Non-TP",4832436,"0,029"
"Poland - Non-TP",48324400,"0,029"
"Poland - Non-TP",48324403,"0,029"
"Poland - Non-TP",48324406,"0,029"
"Poland - Non-TP",48324407,"0,029"
"Poland - Non-TP",48324408,"0,029"
"Poland - Non-TP",48324411,"0,029"
"Poland - Non-TP",48324412,"0,029"
"Poland - Non-TP",48324415,"0,029"
"Poland - Non-TP",48324416,"0,029"
"Poland - Non-TP",48324418,"0,029"
"Poland - Non-TP",48324419,"0,029"
"Poland - Non-TP",48324420,"0,029"
"Poland - Non-TP",48324421,"0,029"
"Poland - Non-TP",48324423,"0,029"
"Poland - Non-TP",48324424,"0,029"
"Poland - Non-TP",48324425,"0,029"
"Poland - Non-TP",48324426,"0,029"
"Poland - Non-TP",48324428,"0,029"
"Poland - Non-TP",48324433,"0,029"
"Poland - Non-TP",4832444,"0,029"
"Poland - Non-TP",4832445,"0,029"
"Poland - Non-TP",4832458,"0,029"
"Poland - Non-TP",4832461,"0,029"
"Poland - Non-TP",4832462,"0,029"
"Poland - Non-TP",4832463,"0,029"
"Poland - Non-TP",4832466,"0,029"
"Poland - Non-TP",4832467,"0,029"
"Poland - Non-TP",48324931,"0,029"
"Poland - Non-TP",48324933,"0,029"
"Poland - Non-TP",48324934,"0,029"
"Poland - Non-TP",48324940,"0,029"
"Poland - Non-TP",48324943,"0,029"
"Poland - Non-TP",48324944,"0,029"
"Poland - Non-TP",48324945,"0,029"
"Poland - Non-TP",48324948,"0,029"
"Poland - Non-TP",48324949,"0,029"
"Poland - Non-TP",48325065,"0,029"
"Poland - Non-TP",48325550,"0,029"
"Poland - Non-TP",48326000,"0,029"
"Poland - Non-TP",4832621,"0,029"
"Poland - Non-TP",48326301,"0,029"
"Poland - Non-TP",48326303,"0,029"
"Poland - Non-TP",48334823,"0,029"
"Poland - Non-TP",48334824,"0,029"
"Poland - Non-TP",48334825,"0,029"
"Poland - Non-TP",48334827,"0,029"
"Poland - Non-TP",48334829,"0,029"
"Poland - Non-TP",48334831,"0,029"
"Poland - Non-TP",48334833,"0,029"
"Poland - Non-TP",48334834,"0,029"
"Poland - Non-TP",4833484,"0,029"
"Poland - Non-TP",4833486,"0,029"
"Poland - Non-TP",4833487,"0,029"
"Poland - Non-TP",4833488,"0,029"
"Poland - Non-TP",48334891,"0,029"
"Poland - Non-TP",48334893,"0,029"
"Poland - Non-TP",48334894,"0,029"
"Poland - Non-TP",48334895,"0,029"
"Poland - Non-TP",4833496,"0,029"
"Poland - Non-TP",4833497,"0,029"
"Poland - Non-TP",4833498,"0,029"
"Poland - Non-TP",4833499,"0,029"
"Poland - Non-TP",48335065,"0,029"
"Poland - Non-TP",48335335,"0,029"
"Poland - Non-TP",48338681,"0,029"
"Poland - Non-TP",48338682,"0,029"
"Poland - Non-TP",48338683,"0,029"
"Poland - Non-TP",48338881,"0,029"
"Poland - Non-TP",48338882,"0,029"
"Poland - Non-TP",48338888,"0,029"
"Poland - Non-TP",48343070,"0,029"
"Poland - Non-TP",48343072,"0,029"
"Poland - Non-TP",48343330,"0,029"
"Poland - Non-TP",48343331,"0,029"
"Poland - Non-TP",48343332,"0,029"
"Poland - Non-TP",48343333,"0,029"
"Poland - Non-TP",48343334,"0,029"
"Poland - Non-TP",48343335,"0,029"
"Poland - Non-TP",48343336,"0,029"
"Poland - Non-TP",48343337,"0,029"
"Poland - Non-TP",48343338,"0,029"
"Poland - Non-TP",48343339,"0,029"
"Poland - Non-TP",48343401,"0,029"
"Poland - Non-TP",48343402,"0,029"
"Poland - Non-TP",48343403,"0,029"
"Poland - Non-TP",48343404,"0,029"
"Poland - Non-TP",48343405,"0,029"
"Poland - Non-TP",48343411,"0,029"
"Poland - Non-TP",48343421,"0,029"
"Poland - Non-TP",48343422,"0,029"
"Poland - Non-TP",48343423,"0,029"
"Poland - Non-TP",48343424,"0,029"
"Poland - Non-TP",48343425,"0,029"
"Poland - Non-TP",4834343,"0,029"
"Poland - Non-TP",4834344,"0,029"
"Poland - Non-TP",4834347,"0,029"
"Poland - Non-TP",4834348,"0,029"
"Poland - Non-TP",4834349,"0,029"
"Poland - Non-TP",48343507,"0,029"
"Poland - Non-TP",48343508,"0,029"
"Poland - Non-TP",48343731,"0,029"
"Poland - Non-TP",48343732,"0,029"
"Poland - Non-TP",48343733,"0,029"
"Poland - Non-TP",48343734,"0,029"
"Poland - Non-TP",48343735,"0,029"
"Poland - Non-TP",48343737,"0,029"
"Poland - Non-TP",48343738,"0,029"
"Poland - Non-TP",48343739,"0,029"
"Poland - Non-TP",48343750,"0,029"
"Poland - Non-TP",48343751,"0,029"
"Poland - Non-TP",48343752,"0,029"
"Poland - Non-TP",48343753,"0,029"
"Poland - Non-TP",48343754,"0,029"
"Poland - Non-TP",48343755,"0,029"
"Poland - Non-TP",48343756,"0,029"
"Poland - Non-TP",48343757,"0,029"
"Poland - Non-TP",48343758,"0,029"
"Poland - Non-TP",48343759,"0,029"
"Poland - Non-TP",48343761,"0,029"
"Poland - Non-TP",48343762,"0,029"
"Poland - Non-TP",48343763,"0,029"
"Poland - Non-TP",48343764,"0,029"
"Poland - Non-TP",48343765,"0,029"
"Poland - Non-TP",4834380,"0,029"
"Poland - Non-TP",4834387,"0,029"
"Poland - Non-TP",48343881,"0,029"
"Poland - Non-TP",48343882,"0,029"
"Poland - Non-TP",48343900,"0,029"
"Poland - Non-TP",48343901,"0,029"
"Poland - Non-TP",48343902,"0,029"
"Poland - Non-TP",48343904,"0,029"
"Poland - Non-TP",48343906,"0,029"
"Poland - Non-TP",48343907,"0,029"
"Poland - Non-TP",48343908,"0,029"
"Poland - Non-TP",48343909,"0,029"
"Poland - Non-TP",48343922,"0,029"
"Poland - Non-TP",48343923,"0,029"
"Poland - Non-TP",4834393,"0,029"
"Poland - Non-TP",48343991,"0,029"
"Poland - Non-TP",48343993,"0,029"
"Poland - Non-TP",48343994,"0,029"
"Poland - Non-TP",48343995,"0,029"
"Poland - Non-TP",48345065,"0,029"
"Poland - Non-TP",48345765,"0,029"
"Poland - Non-TP",48348881,"0,029"
"Poland - Non-TP",48348888,"0,029"
"Poland - Non-TP",48391069,"0,029"
"Poland - Non-TP",4839139,"0,029"
"Poland - Non-TP",48397770,"0,029"
"Poland - Non-TP",4841201,"0,029"
"Poland - Non-TP",4841222,"0,029"
"Poland - Non-TP",48412300,"0,029"
"Poland - Non-TP",48412303,"0,029"
"Poland - Non-TP",48412305,"0,029"
"Poland - Non-TP",48412306,"0,029"
"Poland - Non-TP",48412307,"0,029"
"Poland - Non-TP",48412309,"0,029"
"Poland - Non-TP",4841240,"0,029"
"Poland - Non-TP",48412410,"0,029"
"Poland - Non-TP",48412411,"0,029"
"Poland - Non-TP",48412413,"0,029"
"Poland - Non-TP",48412414,"0,029"
"Poland - Non-TP",48412415,"0,029"
"Poland - Non-TP",48412416,"0,029"
"Poland - Non-TP",48412418,"0,029"
"Poland - Non-TP",48412419,"0,029"
"Poland - Non-TP",4841242,"0,029"
"Poland - Non-TP",4841243,"0,029"
"Poland - Non-TP",4841247,"0,029"
"Poland - Non-TP",4841248,"0,029"
"Poland - Non-TP",4841249,"0,029"
"Poland - Non-TP",4841250,"0,029"
"Poland - Non-TP",48412551,"0,029"
"Poland - Non-TP",48412602,"0,029"
"Poland - Non-TP",48412603,"0,029"
"Poland - Non-TP",48412604,"0,029"
"Poland - Non-TP",48412605,"0,029"
"Poland - Non-TP",48412607,"0,029"
"Poland - Non-TP",48412608,"0,029"
"Poland - Non-TP",48412771,"0,029"
"Poland - Non-TP",48412772,"0,029"
"Poland - Non-TP",48412782,"0,029"
"Poland - Non-TP",48412783,"0,029"
"Poland - Non-TP",48412784,"0,029"
"Poland - Non-TP",48412785,"0,029"
"Poland - Non-TP",48412787,"0,029"
"Poland - Non-TP",48413005,"0,029"
"Poland - Non-TP",48413067,"0,029"
"Poland - Non-TP",48413070,"0,029"
"Poland - Non-TP",48413121,"0,029"
"Poland - Non-TP",48413122,"0,029"
"Poland - Non-TP",48413123,"0,029"
"Poland - Non-TP",48413124,"0,029"
"Poland - Non-TP",4841313,"0,029"
"Poland - Non-TP",48413141,"0,029"
"Poland - Non-TP",48413142,"0,029"
"Poland - Non-TP",48413143,"0,029"
"Poland - Non-TP",48413146,"0,029"
"Poland - Non-TP",48413147,"0,029"
"Poland - Non-TP",48413148,"0,029"
"Poland - Non-TP",4841319,"0,029"
"Poland - Non-TP",48413308,"0,029"
"Poland - Non-TP",48413309,"0,029"
"Poland - Non-TP",48413335,"0,029"
"Poland - Non-TP",48413337,"0,029"
"Poland - Non-TP",48413338,"0,029"
"Poland - Non-TP",48413361,"0,029"
"Poland - Non-TP",48413732,"0,029"
"Poland - Non-TP",48413758,"0,029"
"Poland - Non-TP",48413891,"0,029"
"Poland - Non-TP",48523355,"0,029"
"Poland - Non-TP",48523356,"0,029"
"Poland - Non-TP",48523357,"0,029"
"Poland - Non-TP",48523358,"0,029"
"Poland - Non-TP",48523635,"0,029"
"Poland - Non-TP",4852367,"0,029"
"Poland - Non-TP",4852368,"0,029"
"Poland - Non-TP",4852390,"0,029"
"Poland - Non-TP",48525065,"0,029"
"Poland - Non-TP",4852510,"0,029"
"Poland - Non-TP",4852511,"0,029"
"Poland - Non-TP",48525131,"0,029"
"Poland - Non-TP",48525151,"0,029"
"Poland - Non-TP",48525152,"0,029"
"Poland - Non-TP",48525154,"0,029"
"Poland - Non-TP",48525155,"0,029"
"Poland - Non-TP",48525157,"0,029"
"Poland - Non-TP",48525161,"0,029"
"Poland - Non-TP",48525162,"0,029"
"Poland - Non-TP",48525163,"0,029"
"Poland - Non-TP",48525181,"0,029"
"Poland - Non-TP",48525182,"0,029"
"Poland - Non-TP",48525183,"0,029"
"Poland - Non-TP",48525184,"0,029"
"Poland - Non-TP",48525185,"0,029"
"Poland - Non-TP",48525186,"0,029"
"Poland - Non-TP",48525187,"0,029"
"Poland - Non-TP",48525188,"0,029"
"Poland - Non-TP",4852519,"0,029"
"Poland - Non-TP",48525200,"0,029"
"Poland - Non-TP",48525201,"0,029"
"Poland - Non-TP",48525202,"0,029"
"Poland - Non-TP",48525203,"0,029"
"Poland - Non-TP",48525204,"0,029"
"Poland - Non-TP",48525205,"0,029"
"Poland - Non-TP",48525206,"0,029"
"Poland - Non-TP",48525207,"0,029"
"Poland - Non-TP",48525208,"0,029"
"Poland - Non-TP",48525209,"0,029"
"Poland - Non-TP",48525210,"0,029"
"Poland - Non-TP",48525211,"0,029"
"Poland - Non-TP",48525212,"0,029"
"Poland - Non-TP",48525213,"0,029"
"Poland - Non-TP",48525214,"0,029"
"Poland - Non-TP",48525215,"0,029"
"Poland - Non-TP",48525220,"0,029"
"Poland - Non-TP",48525221,"0,029"
"Poland - Non-TP",48525222,"0,029"
"Poland - Non-TP",48525223,"0,029"
"Poland - Non-TP",48525224,"0,029"
"Poland - Non-TP",48525225,"0,029"
"Poland - Non-TP",48525226,"0,029"
"Poland - Non-TP",48525227,"0,029"
"Poland - Non-TP",48525228,"0,029"
"Poland - Non-TP",48525229,"0,029"
"Poland - Non-TP",4852523,"0,029"
"Poland - Non-TP",4852524,"0,029"
"Poland - Non-TP",4852525,"0,029"
"Poland - Non-TP",4852526,"0,029"
"Poland - Non-TP",4852529,"0,029"
"Poland - Non-TP",4852541,"0,029"
"Poland - Non-TP",48525444,"0,029"
"Poland - Non-TP",48525461,"0,029"
"Poland - Non-TP",48525462,"0,029"
"Poland - Non-TP",48525463,"0,029"
"Poland - Non-TP",4852550,"0,029"
"Poland - Non-TP",4852551,"0,029"
"Poland - Non-TP",4852552,"0,029"
"Poland - Non-TP",4852553,"0,029"
"Poland - Non-TP",48525540,"0,029"
"Poland - Non-TP",48525541,"0,029"
"Poland - Non-TP",48525542,"0,029"
"Poland - Non-TP",48525543,"0,029"
"Poland - Non-TP",48525544,"0,029"
"Poland - Non-TP",48525545,"0,029"
"Poland - Non-TP",4852555,"0,029"
"Poland - Non-TP",48525590,"0,029"
"Poland - Non-TP",48525591,"0,029"
"Poland - Non-TP",48525592,"0,029"
"Poland - Non-TP",48525593,"0,029"
"Poland - Non-TP",48525594,"0,029"
"Poland - Non-TP",48525600,"0,029"
"Poland - Non-TP",48525601,"0,029"
"Poland - Non-TP",48525602,"0,029"
"Poland - Non-TP",48525603,"0,029"
"Poland - Non-TP",4852561,"0,029"
"Poland - Non-TP",4852562,"0,029"
"Poland - Non-TP",48525630,"0,029"
"Poland - Non-TP",48525640,"0,029"
"Poland - Non-TP",48525641,"0,029"
"Poland - Non-TP",48525642,"0,029"
"Poland - Non-TP",48525643,"0,029"
"Poland - Non-TP",4852566,"0,029"
"Poland - Non-TP",48525670,"0,029"
"Poland - Non-TP",48525671,"0,029"
"Poland - Non-TP",48525672,"0,029"
"Poland - Non-TP",48525674,"0,029"
"Poland - Non-TP",48525675,"0,029"
"Poland - Non-TP",48525676,"0,029"
"Poland - Non-TP",48525680,"0,029"
"Poland - Non-TP",48525682,"0,029"
"Poland - Non-TP",48525683,"0,029"
"Poland - Non-TP",48525684,"0,029"
"Poland - Non-TP",4852569,"0,029"
"Poland - Non-TP",4852581,"0,029"
"Poland - Non-TP",4852582,"0,029"
"Poland - Non-TP",4852583,"0,029"
"Poland - Non-TP",4852584,"0,029"
"Poland - Non-TP",4852586,"0,029"
"Poland - Non-TP",48525870,"0,029"
"Poland - Non-TP",48525871,"0,029"
"Poland - Non-TP",48525872,"0,029"
